user_id,product_id,action,category,age,product_name,price,sale
40,84,addcart,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,32
4,39,addcart,may-loc-nuoc,36-55,Máy ảnh Canon EOS,25000000,24
93,88,view,thiet-bi-ve-sinh,18-35,Máy ảnh Canon EOS,25000000,0
52,78,addcart,thiet-bi-ve-sinh,36-55,Máy giặt Electrolux 9kg,8000000,24
62,48,purchased,tam-op-tuong,55+,Smartphone Xiaomi,7000000,47
84,53,view,thiet-bi-ve-sinh,55+,Loa bluetooth JBL,3000000,43
2,90,addcart,may-loc-nuoc,36-55,Lò vi sóng Panasonic,5000000,28
22,42,addcart,may-loc-nuoc,55+,Smartphone Xiaomi,7000000,43
30,30,view,xe-dien,36-55,Smartphone Xiaomi,7000000,6
32,86,purchased,thiet-bi-ve-sinh,3-17,Tivi LG 55 inch,15000000,34
80,34,addcart,tam-op-tuong,55+,Smartphone Xiaomi,7000000,11
80,84,purchased,may-loc-nuoc,18-35,Smartphone Xiaomi,7000000,8
61,80,purchased,xe-dien,3-17,Máy lọc không khí Sharp,6000000,30
10,12,purchased,may-loc-nuoc,36-55,Lò vi sóng Panasonic,5000000,45
83,99,addcart,xe-dien,36-55,Tủ lạnh Samsung 300L,10000000,27
26,97,view,xe-dien,55+,Máy ảnh Canon EOS,25000000,47
26,93,purchased,tam-op-tuong,3-17,Điều hòa Daikin 12000 BTU,12000000,13
20,33,view,xe-dien,36-55,Máy lọc không khí Sharp,6000000,34
32,6,view,may-loc-nuoc,3-17,Máy tính xách tay Dell,20000000,19
20,8,view,may-loc-nuoc,36-55,Máy ảnh Canon EOS,25000000,38
27,28,addcart,tam-op-tuong,3-17,Lò vi sóng Panasonic,5000000,53
24,23,view,tam-op-tuong,36-55,Loa bluetooth JBL,3000000,17
51,89,view,tam-op-tuong,36-55,Điều hòa Daikin 12000 BTU,12000000,7
61,58,view,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,26
12,28,purchased,tam-op-tuong,18-35,Tivi LG 55 inch,15000000,9
62,28,view,may-loc-nuoc,3-17,Loa bluetooth JBL,3000000,46
84,51,purchased,xe-dien,18-35,Smartphone Xiaomi,7000000,43
64,61,addcart,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,25
81,75,addcart,tam-op-tuong,3-17,Máy tính xách tay Dell,20000000,46
58,70,view,thiet-bi-ve-sinh,36-55,Tivi LG 55 inch,15000000,28
84,1,purchased,xe-dien,18-35,Lò vi sóng Panasonic,5000000,39
36,41,addcart,xe-dien,55+,Máy tính xách tay Dell,20000000,17
95,25,addcart,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,23
86,25,purchased,xe-dien,3-17,Tivi LG 55 inch,15000000,1
39,90,view,thiet-bi-ve-sinh,18-35,Máy giặt Electrolux 9kg,8000000,36
26,47,purchased,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,32
92,85,view,xe-dien,3-17,Smartphone Xiaomi,7000000,45
83,22,purchased,xe-dien,18-35,Tủ lạnh Samsung 300L,10000000,39
92,80,addcart,may-loc-nuoc,3-17,Lò vi sóng Panasonic,5000000,27
4,75,addcart,thiet-bi-ve-sinh,3-17,Máy tính xách tay Dell,20000000,43
91,7,addcart,tam-op-tuong,55+,Smartphone Xiaomi,7000000,3
4,82,addcart,tam-op-tuong,36-55,Smartphone Xiaomi,7000000,56
49,56,addcart,xe-dien,55+,Máy giặt Electrolux 9kg,8000000,3
76,83,purchased,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,8
95,63,purchased,thiet-bi-ve-sinh,3-17,Smartphone Xiaomi,7000000,2
88,78,purchased,may-loc-nuoc,18-35,Smartphone Xiaomi,7000000,48
33,79,view,thiet-bi-ve-sinh,3-17,Máy giặt Electrolux 9kg,8000000,58
49,21,purchased,xe-dien,36-55,Smartphone Xiaomi,7000000,45
19,52,purchased,tam-op-tuong,36-55,Lò vi sóng Panasonic,5000000,13
26,65,purchased,thiet-bi-ve-sinh,55+,Tivi LG 55 inch,15000000,11
92,12,addcart,may-loc-nuoc,55+,Điều hòa Daikin 12000 BTU,12000000,5
91,56,purchased,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,34
60,7,view,xe-dien,36-55,Điều hòa Daikin 12000 BTU,12000000,15
59,94,purchased,thiet-bi-ve-sinh,36-55,Máy tính xách tay Dell,20000000,40
41,36,view,xe-dien,36-55,Smartphone Xiaomi,7000000,10
95,92,view,thiet-bi-ve-sinh,55+,Loa bluetooth JBL,3000000,39
43,38,view,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,15
3,92,purchased,tam-op-tuong,18-35,Máy lọc không khí Sharp,6000000,36
81,80,view,thiet-bi-ve-sinh,55+,Máy lọc không khí Sharp,6000000,51
73,92,view,xe-dien,36-55,Lò vi sóng Panasonic,5000000,50
83,15,addcart,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,36
29,34,purchased,xe-dien,55+,Điều hòa Daikin 12000 BTU,12000000,27
53,90,addcart,xe-dien,18-35,Loa bluetooth JBL,3000000,42
72,76,view,tam-op-tuong,36-55,Điều hòa Daikin 12000 BTU,12000000,52
19,30,addcart,xe-dien,3-17,Máy ảnh Canon EOS,25000000,53
24,44,purchased,tam-op-tuong,3-17,Máy tính xách tay Dell,20000000,45
85,94,addcart,tam-op-tuong,18-35,Smartphone Xiaomi,7000000,24
52,90,purchased,tam-op-tuong,36-55,Máy lọc không khí Sharp,6000000,35
89,46,purchased,thiet-bi-ve-sinh,18-35,Máy ảnh Canon EOS,25000000,31
9,48,view,xe-dien,18-35,Loa bluetooth JBL,3000000,13
27,78,addcart,xe-dien,3-17,Smartphone Xiaomi,7000000,55
58,70,addcart,tam-op-tuong,36-55,Tivi LG 55 inch,15000000,31
47,88,view,thiet-bi-ve-sinh,36-55,Máy tính xách tay Dell,20000000,9
50,91,addcart,xe-dien,55+,Lò vi sóng Panasonic,5000000,36
85,91,purchased,tam-op-tuong,3-17,Máy tính xách tay Dell,20000000,51
60,3,view,tam-op-tuong,36-55,Máy ảnh Canon EOS,25000000,39
93,97,view,tam-op-tuong,3-17,Lò vi sóng Panasonic,5000000,58
62,12,view,may-loc-nuoc,36-55,Loa bluetooth JBL,3000000,24
76,64,addcart,xe-dien,55+,Máy tính xách tay Dell,20000000,7
8,95,addcart,tam-op-tuong,18-35,Tivi LG 55 inch,15000000,4
49,56,view,may-loc-nuoc,3-17,Máy ảnh Canon EOS,25000000,31
41,41,purchased,thiet-bi-ve-sinh,18-35,Máy lọc không khí Sharp,6000000,51
22,9,purchased,xe-dien,55+,Điều hòa Daikin 12000 BTU,12000000,57
41,49,addcart,may-loc-nuoc,36-55,Điều hòa Daikin 12000 BTU,12000000,29
24,43,view,tam-op-tuong,18-35,Loa bluetooth JBL,3000000,31
29,57,addcart,tam-op-tuong,3-17,Smartphone Xiaomi,7000000,28
24,22,addcart,tam-op-tuong,36-55,Máy ảnh Canon EOS,25000000,4
19,61,purchased,thiet-bi-ve-sinh,18-35,Tủ lạnh Samsung 300L,10000000,38
77,54,view,thiet-bi-ve-sinh,18-35,Tivi LG 55 inch,15000000,33
88,14,view,may-loc-nuoc,36-55,Máy ảnh Canon EOS,25000000,13
84,34,purchased,thiet-bi-ve-sinh,55+,Lò vi sóng Panasonic,5000000,13
7,21,addcart,xe-dien,18-35,Máy ảnh Canon EOS,25000000,50
9,44,addcart,tam-op-tuong,3-17,Loa bluetooth JBL,3000000,2
56,84,view,tam-op-tuong,36-55,Tủ lạnh Samsung 300L,10000000,46
6,42,purchased,xe-dien,3-17,Điều hòa Daikin 12000 BTU,12000000,41
66,83,purchased,may-loc-nuoc,18-35,Máy ảnh Canon EOS,25000000,56
70,17,addcart,may-loc-nuoc,55+,Tủ lạnh Samsung 300L,10000000,59
93,32,view,xe-dien,55+,Smartphone Xiaomi,7000000,1
27,11,addcart,xe-dien,18-35,Điều hòa Daikin 12000 BTU,12000000,13
80,19,purchased,may-loc-nuoc,36-55,Tủ lạnh Samsung 300L,10000000,11
68,85,purchased,thiet-bi-ve-sinh,55+,Máy lọc không khí Sharp,6000000,42
6,60,purchased,tam-op-tuong,3-17,Smartphone Xiaomi,7000000,55
42,10,view,may-loc-nuoc,55+,Máy lọc không khí Sharp,6000000,44
80,43,addcart,may-loc-nuoc,36-55,Smartphone Xiaomi,7000000,55
52,80,addcart,xe-dien,3-17,Tủ lạnh Samsung 300L,10000000,14
62,65,addcart,xe-dien,55+,Loa bluetooth JBL,3000000,45
35,74,purchased,thiet-bi-ve-sinh,3-17,Máy giặt Electrolux 9kg,8000000,56
54,88,view,may-loc-nuoc,3-17,Máy ảnh Canon EOS,25000000,47
96,15,view,tam-op-tuong,55+,Tivi LG 55 inch,15000000,42
19,85,purchased,may-loc-nuoc,36-55,Điều hòa Daikin 12000 BTU,12000000,38
14,77,addcart,thiet-bi-ve-sinh,18-35,Máy ảnh Canon EOS,25000000,2
53,73,view,tam-op-tuong,3-17,Tủ lạnh Samsung 300L,10000000,55
89,70,addcart,thiet-bi-ve-sinh,36-55,Máy lọc không khí Sharp,6000000,50
98,65,view,tam-op-tuong,3-17,Loa bluetooth JBL,3000000,43
62,41,purchased,may-loc-nuoc,36-55,Điều hòa Daikin 12000 BTU,12000000,39
65,68,purchased,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,38
50,70,addcart,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,25
33,63,purchased,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,17
22,22,purchased,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,41
26,8,addcart,may-loc-nuoc,3-17,Lò vi sóng Panasonic,5000000,32
58,6,purchased,xe-dien,18-35,Tivi LG 55 inch,15000000,2
17,55,view,may-loc-nuoc,36-55,Loa bluetooth JBL,3000000,47
31,61,view,xe-dien,18-35,Lò vi sóng Panasonic,5000000,48
16,66,purchased,may-loc-nuoc,55+,Tivi LG 55 inch,15000000,59
65,18,addcart,thiet-bi-ve-sinh,36-55,Máy ảnh Canon EOS,25000000,41
45,71,addcart,xe-dien,18-35,Tủ lạnh Samsung 300L,10000000,42
19,63,addcart,thiet-bi-ve-sinh,3-17,Máy ảnh Canon EOS,25000000,9
37,58,purchased,xe-dien,3-17,Tivi LG 55 inch,15000000,15
26,99,purchased,tam-op-tuong,55+,Điều hòa Daikin 12000 BTU,12000000,52
76,63,addcart,thiet-bi-ve-sinh,36-55,Smartphone Xiaomi,7000000,50
29,74,view,may-loc-nuoc,3-17,Máy ảnh Canon EOS,25000000,31
60,54,addcart,may-loc-nuoc,18-35,Máy lọc không khí Sharp,6000000,6
56,38,purchased,tam-op-tuong,36-55,Smartphone Xiaomi,7000000,36
4,70,addcart,tam-op-tuong,55+,Tivi LG 55 inch,15000000,7
37,32,purchased,thiet-bi-ve-sinh,3-17,Lò vi sóng Panasonic,5000000,41
61,17,view,may-loc-nuoc,3-17,Loa bluetooth JBL,3000000,44
27,15,addcart,thiet-bi-ve-sinh,55+,Smartphone Xiaomi,7000000,42
86,16,purchased,tam-op-tuong,36-55,Lò vi sóng Panasonic,5000000,43
20,76,purchased,xe-dien,36-55,Lò vi sóng Panasonic,5000000,26
78,59,purchased,xe-dien,3-17,Máy lọc không khí Sharp,6000000,8
26,63,purchased,tam-op-tuong,36-55,Điều hòa Daikin 12000 BTU,12000000,55
22,63,purchased,xe-dien,3-17,Lò vi sóng Panasonic,5000000,6
8,18,view,xe-dien,36-55,Máy ảnh Canon EOS,25000000,57
21,14,view,xe-dien,55+,Tủ lạnh Samsung 300L,10000000,56
46,66,purchased,thiet-bi-ve-sinh,18-35,Điều hòa Daikin 12000 BTU,12000000,11
47,75,view,tam-op-tuong,18-35,Điều hòa Daikin 12000 BTU,12000000,43
12,71,purchased,tam-op-tuong,55+,Máy giặt Electrolux 9kg,8000000,33
95,98,view,thiet-bi-ve-sinh,55+,Loa bluetooth JBL,3000000,56
20,22,addcart,tam-op-tuong,36-55,Loa bluetooth JBL,3000000,26
97,54,addcart,xe-dien,18-35,Máy lọc không khí Sharp,6000000,0
15,63,purchased,xe-dien,55+,Tivi LG 55 inch,15000000,12
100,97,purchased,thiet-bi-ve-sinh,36-55,Máy ảnh Canon EOS,25000000,52
57,77,purchased,may-loc-nuoc,36-55,Tivi LG 55 inch,15000000,43
76,44,purchased,thiet-bi-ve-sinh,36-55,Máy tính xách tay Dell,20000000,46
70,66,addcart,thiet-bi-ve-sinh,36-55,Tủ lạnh Samsung 300L,10000000,54
58,87,purchased,thiet-bi-ve-sinh,55+,Smartphone Xiaomi,7000000,30
38,75,view,may-loc-nuoc,3-17,Điều hòa Daikin 12000 BTU,12000000,54
80,12,addcart,may-loc-nuoc,18-35,Máy giặt Electrolux 9kg,8000000,54
54,60,addcart,thiet-bi-ve-sinh,18-35,Máy tính xách tay Dell,20000000,28
60,10,view,may-loc-nuoc,3-17,Máy lọc không khí Sharp,6000000,43
37,11,addcart,tam-op-tuong,55+,Smartphone Xiaomi,7000000,40
75,21,view,tam-op-tuong,3-17,Máy giặt Electrolux 9kg,8000000,20
49,98,addcart,xe-dien,18-35,Điều hòa Daikin 12000 BTU,12000000,38
95,12,purchased,may-loc-nuoc,55+,Lò vi sóng Panasonic,5000000,46
60,75,purchased,may-loc-nuoc,3-17,Tủ lạnh Samsung 300L,10000000,38
78,76,view,tam-op-tuong,36-55,Smartphone Xiaomi,7000000,8
26,23,view,xe-dien,36-55,Điều hòa Daikin 12000 BTU,12000000,52
16,84,view,thiet-bi-ve-sinh,3-17,Máy tính xách tay Dell,20000000,39
22,74,purchased,may-loc-nuoc,55+,Loa bluetooth JBL,3000000,42
61,93,view,tam-op-tuong,55+,Máy ảnh Canon EOS,25000000,41
60,73,view,thiet-bi-ve-sinh,18-35,Lò vi sóng Panasonic,5000000,0
47,88,view,may-loc-nuoc,18-35,Máy lọc không khí Sharp,6000000,50
62,37,view,may-loc-nuoc,18-35,Smartphone Xiaomi,7000000,57
62,77,addcart,tam-op-tuong,36-55,Máy giặt Electrolux 9kg,8000000,14
51,51,addcart,xe-dien,55+,Máy lọc không khí Sharp,6000000,19
19,19,addcart,tam-op-tuong,3-17,Máy ảnh Canon EOS,25000000,2
66,18,view,xe-dien,36-55,Máy tính xách tay Dell,20000000,47
68,25,view,may-loc-nuoc,18-35,Tủ lạnh Samsung 300L,10000000,38
40,7,purchased,tam-op-tuong,18-35,Tivi LG 55 inch,15000000,52
99,76,purchased,tam-op-tuong,36-55,Máy ảnh Canon EOS,25000000,21
6,31,view,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,44
60,86,view,may-loc-nuoc,18-35,Tivi LG 55 inch,15000000,6
76,8,addcart,may-loc-nuoc,3-17,Máy tính xách tay Dell,20000000,26
57,12,purchased,thiet-bi-ve-sinh,18-35,Máy lọc không khí Sharp,6000000,34
54,95,addcart,thiet-bi-ve-sinh,55+,Máy giặt Electrolux 9kg,8000000,52
49,97,purchased,xe-dien,36-55,Lò vi sóng Panasonic,5000000,42
40,53,view,xe-dien,36-55,Điều hòa Daikin 12000 BTU,12000000,28
37,98,addcart,thiet-bi-ve-sinh,18-35,Máy lọc không khí Sharp,6000000,7
56,3,view,thiet-bi-ve-sinh,55+,Tivi LG 55 inch,15000000,45
44,16,view,tam-op-tuong,55+,Máy lọc không khí Sharp,6000000,27
79,2,view,may-loc-nuoc,3-17,Máy giặt Electrolux 9kg,8000000,32
54,54,addcart,may-loc-nuoc,3-17,Máy tính xách tay Dell,20000000,43
63,54,addcart,tam-op-tuong,55+,Tivi LG 55 inch,15000000,3
52,56,addcart,tam-op-tuong,55+,Smartphone Xiaomi,7000000,32
43,94,view,xe-dien,36-55,Tủ lạnh Samsung 300L,10000000,46
9,3,purchased,thiet-bi-ve-sinh,36-55,Lò vi sóng Panasonic,5000000,53
42,37,view,may-loc-nuoc,55+,Máy tính xách tay Dell,20000000,25
